class;cap-shape;cap-surface;cap-color;bruises;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-color;spore-print-color;population;habitat
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;paths
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;woods
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;woods
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;grasses
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;woods
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;woods
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;woods
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;grasses
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;woods
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;paths
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;grasses
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;woods
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;woods
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;woods
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;woods
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;paths
edible;convex;smooth;pink;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;woods
poisonous;convex;smooth;pink;no;crowded;narrow;gray;enlarging;bulbous;smooth;smooth;white;white;white;black;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;grasses
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;paths
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;grasses
edible;flat;fibrous;red;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;pink;pink;white;brown;solitary;woods
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;grasses
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;grasses
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;grasses
edible;flat;scaly;brown;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;white;white;brown;several;woods
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;paths
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;paths
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;paths
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;woods
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;woods
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;grasses
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;grasses
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;grasses
edible;flat;fibrous;gray;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;white;white;white;brown;solitary;woods
poisonous;convex;smooth;gray;bruises;close;broad;chocolate;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;scattered;grasses
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;pink;white;white;white;several;paths
poisonous;flat;smooth;gray;bruises;close;broad;pink;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;several;grasses
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;grasses
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;grasses
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;woods
edible;flat;scaly;red;bruises;close;broad;red;enlarging;?;smooth;smooth;white;red;white;white;clustered;waste
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;woods
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;grasses
edible;flat;scaly;brown;bruises;close;broad;red;enlarging;?;smooth;smooth;red;red;white;white;clustered;waste
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;grasses
poisonous;knobbed;fibrous;brown;no;close;narrow;white;enlarging;?;silky;scaly;white;brown;white;white;several;woods
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;woods
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;pink;white;white;several;paths
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;woods
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;paths
poisonous;flat;smooth;white;bruises;close;broad;white;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;several;grasses
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;woods
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;grasses
edible;convex;scaly;red;bruises;close;broad;white;enlarging;?;smooth;smooth;red;red;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;woods
poisonous;bell;fibrous;yellow;no;close;narrow;white;enlarging;?;silky;scaly;white;brown;white;white;several;woods
poisonous;flat;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;woods
poisonous;convex;smooth;gray;bruises;close;broad;pink;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;scattered;urban
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;grasses
edible;knobbed;scaly;red;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;paths
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;paths
edible;knobbed;scaly;brown;no;crowded;narrow;white;enlarging;bulbous;fibrous;smooth;white;brown;white;white;several;leaves
poisonous;convex;smooth;white;no;close;narrow;pink;enlarging;bulbous;smooth;smooth;white;white;white;brown;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;woods
poisonous;flat;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
poisonous;bell;smooth;buff;bruises;close;broad;gray;enlarging;bulbous;smooth;smooth;white;white;white;green;several;grasses
poisonous;convex;smooth;white;bruises;close;broad;chocolate;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;several;grasses
edible;flat;scaly;red;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;white;pink;white;brown;solitary;woods
poisonous;bell;smooth;white;bruises;close;broad;gray;enlarging;bulbous;smooth;smooth;white;white;white;green;several;meadows
edible;flat;scaly;pink;bruises;close;broad;white;enlarging;?;smooth;smooth;red;red;white;white;clustered;waste
poisonous;convex;smooth;white;bruises;close;broad;pink;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;several;grasses
edible;knobbed;scaly;brown;bruises;close;broad;white;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;paths
poisonous;flat;smooth;buff;bruises;close;broad;chocolate;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;several;urban
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;woods
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;woods
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;paths
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;woods
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;paths
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;paths
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;paths
edible;knobbed;smooth;red;bruises;close;broad;white;enlarging;?;smooth;smooth;red;white;white;white;clustered;waste
edible;flat;scaly;brown;bruises;close;broad;red;enlarging;?;smooth;smooth;red;white;white;white;clustered;waste
edible;flat;smooth;buff;bruises;close;broad;white;enlarging;?;smooth;smooth;red;white;white;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;woods
edible;flat;fibrous;gray;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;pink;pink;white;brown;several;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;grasses
poisonous;convex;smooth;gray;bruises;close;broad;pink;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;grasses
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;paths
edible;flat;scaly;brown;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
edible;flat;scaly;red;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;gray;pink;white;black;several;woods
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;grasses
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;paths
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;woods
edible;flat;fibrous;red;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;pink;white;white;brown;several;woods
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;paths
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;paths
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;paths
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;woods
poisonous;bell;scaly;white;bruises;close;broad;white;enlarging;bulbous;smooth;smooth;white;white;white;green;several;meadows
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;paths
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;woods
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;grasses
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;grasses
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
edible;flat;scaly;pink;bruises;close;broad;red;enlarging;?;smooth;smooth;red;red;white;white;clustered;waste
poisonous;convex;smooth;white;bruises;close;broad;chocolate;tapering;bulbous;smooth;smooth;white;white;white;chocolate;scattered;grasses
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;grasses
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;grasses
poisonous;flat;smooth;buff;bruises;close;broad;white;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;scattered;urban
poisonous;convex;fibrous;gray;no;close;narrow;gray;enlarging;bulbous;smooth;smooth;white;white;white;black;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;grasses
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
edible;convex;scaly;green;no;close;narrow;pink;enlarging;?;smooth;fibrous;white;white;white;chocolate;solitary;woods
edible;flat;scaly;white;no;close;narrow;chocolate;enlarging;?;smooth;fibrous;white;white;white;chocolate;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;woods
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;paths
poisonous;flat;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;grasses
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;paths
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;pink;white;white;white;several;leaves
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;woods
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;grasses
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;woods
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;paths
edible;flat;smooth;red;bruises;close;broad;white;enlarging;?;smooth;smooth;white;red;white;white;clustered;waste
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;paths
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;paths
poisonous;flat;smooth;gray;bruises;close;broad;pink;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;scattered;grasses
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;grasses
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;woods
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;paths
poisonous;convex;smooth;gray;bruises;close;broad;chocolate;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;several;urban
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;grasses
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;grasses
poisonous;convex;smooth;white;no;close;narrow;brown;enlarging;bulbous;smooth;smooth;white;white;white;black;several;woods
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;paths
edible;flat;scaly;red;bruises;close;broad;purple;tapering;bulbous;smooth;smooth;pink;white;white;brown;solitary;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;grasses
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;paths
edible;knobbed;smooth;buff;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;grasses
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;woods
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;grasses
edible;convex;fibrous;brown;no;crowded;narrow;white;enlarging;bulbous;smooth;fibrous;white;brown;white;white;several;leaves
edible;convex;scaly;red;bruises;close;broad;red;enlarging;?;smooth;smooth;red;red;white;white;clustered;waste
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;grasses
poisonous;flat;smooth;gray;bruises;close;broad;chocolate;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;several;grasses
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;grasses
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;paths
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;grasses
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;paths
edible;knobbed;smooth;buff;bruises;close;broad;white;enlarging;?;smooth;smooth;red;white;white;white;clustered;waste
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;woods
poisonous;convex;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;paths
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;paths
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;woods
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;grasses
edible;knobbed;smooth;pink;bruises;close;broad;white;enlarging;?;smooth;smooth;red;red;white;white;clustered;waste
poisonous;flat;scaly;brown;no;close;narrow;white;enlarging;?;silky;scaly;white;brown;white;white;several;woods
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;woods
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
poisonous;flat;smooth;buff;bruises;close;broad;white;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;several;urban
edible;flat;smooth;buff;bruises;close;broad;white;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;flat;smooth;white;bruises;close;broad;white;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;scattered;urban
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;paths
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;paths
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;paths
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;woods
poisonous;convex;smooth;buff;bruises;close;broad;chocolate;tapering;bulbous;smooth;smooth;white;white;white;chocolate;several;urban
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;paths
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;solitary;grasses
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;woods
poisonous;flat;smooth;gray;bruises;close;broad;pink;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;scattered;urban
edible;flat;smooth;buff;bruises;close;broad;white;enlarging;?;smooth;smooth;white;red;white;white;clustered;waste
edible;convex;smooth;pink;bruises;close;broad;white;enlarging;?;smooth;smooth;red;red;white;white;clustered;waste
edible;knobbed;smooth;brown;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;flat;scaly;pink;bruises;close;broad;gray;enlarging;bulbous;smooth;smooth;white;white;white;green;several;grasses
poisonous;flat;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;paths
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;paths
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;woods
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;paths
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;woods
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;woods
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;grasses
poisonous;flat;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;grasses
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;woods
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;paths
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;woods
