class;cap-shape;cap-surface;cap-color;bruises;gill-spacing;stalk-shape;stalk-root;stalk-color-above-ring;stalk-color-below-ring;veil-color;population;habitat
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
edible;knobbed;scaly;brown;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;several;woods
edible;flat;smooth;pink;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;several;woods
edible;knobbed;smooth;pink;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;several;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;pink;white;several;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;buff;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;grasses
edible;convex;scaly;green;no;close;enlarging;?;white;white;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;woods
poisonous;convex;scaly;brown;no;close;tapering;?;white;white;white;several;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;knobbed;scaly;brown;no;close;enlarging;?;white;brown;white;several;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;brown;white;several;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;several;woods
edible;convex;smooth;red;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;bell;scaly;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
poisonous;flat;smooth;buff;bruises;close;tapering;bulbous;white;white;white;several;urban
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;several;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;several;woods
poisonous;convex;smooth;white;bruises;close;tapering;bulbous;white;white;white;scattered;urban
poisonous;convex;scaly;brown;no;close;tapering;?;white;pink;white;several;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
edible;convex;scaly;buff;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;several;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;pink;white;several;woods
edible;convex;scaly;purple;no;close;enlarging;?;white;white;white;solitary;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;several;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;pink;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;several;woods
edible;convex;smooth;buff;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;grasses
poisonous;flat;smooth;gray;bruises;close;tapering;bulbous;white;white;white;scattered;urban
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;several;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;paths
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;several;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;several;paths
edible;knobbed;scaly;buff;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;convex;scaly;brown;no;close;tapering;?;pink;white;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;grasses
poisonous;convex;smooth;white;bruises;close;tapering;bulbous;white;white;white;several;urban
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;grasses
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;several;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;several;woods
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;convex;smooth;gray;bruises;close;tapering;bulbous;white;white;white;several;grasses
edible;flat;smooth;brown;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;convex;scaly;brown;no;close;tapering;?;pink;pink;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;several;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;several;grasses
edible;convex;smooth;buff;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
edible;convex;scaly;purple;no;close;enlarging;?;white;white;white;several;woods
edible;flat;scaly;buff;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;several;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;several;grasses
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
poisonous;flat;smooth;buff;bruises;close;tapering;bulbous;white;white;white;several;grasses
poisonous;flat;smooth;white;bruises;close;enlarging;bulbous;white;white;white;several;meadows
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;brown;white;several;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;pink;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;several;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;paths
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;brown;buff;white;several;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;paths
edible;flat;scaly;buff;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
edible;flat;scaly;purple;no;close;enlarging;?;white;white;white;several;woods
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;buff;brown;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;buff;brown;white;several;paths
edible;flat;scaly;red;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;several;grasses
edible;flat;smooth;pink;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;fibrous;gray;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;several;paths
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;several;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;woods
poisonous;flat;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;several;grasses
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;pink;white;several;grasses
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;pink;buff;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;several;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;pink;white;solitary;paths
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
edible;convex;smooth;pink;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;solitary;woods
poisonous;convex;scaly;brown;no;close;tapering;?;pink;white;white;several;paths
poisonous;flat;smooth;gray;bruises;close;tapering;bulbous;white;white;white;several;grasses
edible;flat;scaly;red;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;brown;brown;white;several;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;several;grasses
edible;flat;scaly;brown;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;flat;scaly;gray;no;close;enlarging;bulbous;pink;brown;white;several;grasses
poisonous;knobbed;fibrous;brown;no;close;enlarging;?;white;brown;white;several;woods
poisonous;convex;scaly;brown;no;close;tapering;?;white;pink;white;several;paths
edible;convex;scaly;red;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;pink;white;several;woods
poisonous;bell;fibrous;yellow;no;close;enlarging;?;white;brown;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;several;woods
edible;knobbed;scaly;red;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;bell;smooth;buff;bruises;close;enlarging;bulbous;white;white;white;several;grasses
poisonous;convex;smooth;white;bruises;close;tapering;bulbous;white;white;white;several;grasses
poisonous;bell;smooth;white;bruises;close;enlarging;bulbous;white;white;white;several;meadows
edible;flat;scaly;pink;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;knobbed;scaly;brown;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;several;woods
edible;knobbed;smooth;red;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;flat;scaly;brown;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;flat;smooth;buff;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;convex;scaly;brown;no;close;tapering;?;white;white;white;several;leaves
edible;flat;scaly;brown;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;solitary;woods
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;buff;buff;white;several;woods
poisonous;bell;scaly;white;bruises;close;enlarging;bulbous;white;white;white;several;meadows
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;solitary;paths
poisonous;convex;fibrous;yellow;no;close;enlarging;bulbous;brown;pink;white;several;grasses
edible;convex;scaly;green;no;close;enlarging;?;white;white;white;solitary;woods
edible;flat;scaly;white;no;close;enlarging;?;white;white;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;brown;white;solitary;paths
poisonous;convex;scaly;red;no;close;tapering;?;pink;white;white;several;paths
poisonous;convex;scaly;red;no;close;tapering;?;pink;white;white;several;leaves
edible;flat;smooth;red;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;smooth;gray;bruises;close;tapering;bulbous;white;white;white;scattered;grasses
edible;knobbed;smooth;buff;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;convex;fibrous;brown;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;convex;scaly;gray;no;close;enlarging;bulbous;brown;buff;white;several;grasses
edible;knobbed;smooth;buff;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;brown;white;several;grasses
edible;knobbed;smooth;pink;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;flat;scaly;brown;no;close;enlarging;?;white;brown;white;several;woods
edible;flat;smooth;buff;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;fibrous;yellow;no;close;enlarging;bulbous;brown;brown;white;several;woods
poisonous;convex;smooth;buff;bruises;close;tapering;bulbous;white;white;white;several;urban
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;pink;white;solitary;woods
edible;flat;smooth;buff;bruises;close;enlarging;?;white;red;white;clustered;waste
edible;convex;smooth;pink;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;knobbed;smooth;brown;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;several;grasses
poisonous;convex;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;several;paths
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;grasses
poisonous;convex;scaly;brown;no;close;tapering;?;white;pink;white;several;leaves
edible;convex;smooth;brown;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;convex;scaly;brown;no;close;enlarging;?;white;brown;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;grasses
edible;convex;scaly;red;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;knobbed;smooth;buff;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;woods
poisonous;flat;smooth;white;bruises;close;tapering;bulbous;white;white;white;several;urban
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;solitary;paths
poisonous;convex;scaly;red;no;close;tapering;?;white;white;white;several;leaves
edible;knobbed;scaly;buff;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;flat;scaly;buff;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;convex;scaly;white;no;close;enlarging;?;white;white;white;solitary;woods
edible;convex;smooth;red;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;brown;buff;white;several;woods
poisonous;knobbed;fibrous;yellow;no;close;enlarging;?;white;brown;white;several;woods
edible;knobbed;fibrous;cinnamon;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;several;woods
poisonous;bell;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;several;grasses
edible;knobbed;scaly;pink;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;knobbed;scaly;buff;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;convex;scaly;brown;no;close;tapering;?;white;white;white;several;woods
poisonous;flat;groovesmooth;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
edible;flat;scaly;cinnamon;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;several;woods
edible;flat;scaly;pink;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;convex;smooth;buff;bruises;close;tapering;bulbous;white;white;white;several;grasses
poisonous;convex;scaly;red;no;close;tapering;?;pink;pink;white;several;paths
edible;knobbed;scaly;cinnamon;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;conical;groovesmooth;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
poisonous;bell;groovesmooth;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
poisonous;bell;fibrous;yellow;no;close;enlarging;?;white;yellow;white;several;woods
edible;knobbed;smooth;brown;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;flat;smooth;buff;bruises;close;enlarging;bulbous;white;white;white;several;meadows
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;paths
poisonous;flat;smooth;buff;bruises;close;enlarging;bulbous;white;white;white;several;grasses
edible;convex;smooth;red;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;flat;fibrous;brown;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
edible;convex;smooth;buff;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;flat;scaly;brown;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;paths
poisonous;flat;scaly;buff;bruises;close;enlarging;bulbous;white;white;white;several;meadows
poisonous;convex;scaly;brown;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;paths
poisonous;flat;fibrous;brown;no;close;enlarging;?;white;yellow;white;several;woods
edible;convex;scaly;red;bruises;close;enlarging;?;white;white;white;clustered;waste
poisonous;flat;smooth;white;bruises;close;tapering;bulbous;white;white;white;scattered;grasses
edible;knobbed;scaly;red;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;convex;fibrous;brown;no;close;enlarging;?;white;brown;white;several;woods
edible;convex;scaly;brown;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;pink;white;several;grasses
edible;flat;smooth;pink;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;bell;scaly;white;bruises;close;enlarging;bulbous;white;white;white;several;grasses
edible;convex;scaly;cinnamon;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
edible;flat;smooth;brown;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;convex;scaly;red;no;close;tapering;?;white;white;white;several;woods
edible;convex;scaly;white;no;close;enlarging;?;white;white;white;several;woods
edible;knobbed;smooth;pink;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;knobbed;scaly;pink;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;fibrous;brown;no;close;enlarging;?;white;brown;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;several;grasses
edible;flat;smooth;brown;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;several;meadows
edible;knobbed;scaly;brown;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;convex;scaly;pink;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;convex;smooth;pink;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;bell;scaly;brown;no;close;enlarging;?;white;brown;white;several;woods
edible;convex;smooth;brown;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;knobbed;scaly;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
edible;knobbed;fibrous;brown;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;knobbed;fibrous;yellow;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;solitary;grasses
poisonous;bell;scaly;buff;bruises;close;enlarging;bulbous;white;white;white;several;meadows
edible;knobbed;smooth;brown;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;convex;fibrous;yellow;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;solitary;woods
poisonous;knobbed;scaly;brown;no;close;enlarging;?;white;yellow;white;several;woods
edible;flat;smooth;red;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;knobbed;smooth;brown;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;convex;smooth;buff;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;knobbed;scaly;yellow;no;close;enlarging;?;white;yellow;white;several;woods
edible;knobbed;scaly;pink;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;flat;scaly;white;bruises;crowded;enlarging;bulbous;white;white;white;clustered;leaves
edible;flat;scaly;white;no;close;enlarging;?;white;white;white;solitary;woods
poisonous;convex;scaly;red;no;close;tapering;?;pink;white;white;several;woods
edible;flat;smooth;red;bruises;close;enlarging;?;red;white;white;clustered;waste
poisonous;convex;scaly;red;no;close;tapering;?;white;pink;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;buff;buff;white;solitary;woods
edible;convex;fibrous;cinnamon;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
edible;flat;scaly;red;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;knobbed;scaly;brown;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;bell;scaly;brown;no;close;enlarging;?;white;yellow;white;several;woods
edible;flat;scaly;buff;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;buff;white;several;grasses
edible;convex;scaly;brown;no;crowded;enlarging;bulbous;white;brown;white;several;leaves
poisonous;convex;scaly;red;no;close;tapering;?;pink;pink;white;several;leaves
poisonous;knobbed;scaly;yellow;no;close;enlarging;?;white;brown;white;several;woods
poisonous;flat;scaly;buff;bruises;close;enlarging;bulbous;white;white;white;several;grasses
poisonous;convex;fibrous;yellow;no;close;enlarging;?;white;brown;white;several;woods
poisonous;convex;scaly;yellow;no;close;enlarging;?;white;brown;white;several;woods
edible;flat;smooth;brown;bruises;close;enlarging;?;red;red;white;clustered;waste
poisonous;flat;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;several;meadows
poisonous;bell;scaly;pink;bruises;close;enlarging;bulbous;white;white;white;several;meadows
edible;convex;scaly;pink;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;knobbed;smooth;red;bruises;close;enlarging;?;white;red;white;clustered;waste
edible;knobbed;scaly;red;bruises;close;enlarging;?;white;red;white;clustered;waste
poisonous;bell;scaly;yellow;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;bell;fibrous;brown;no;close;enlarging;?;white;yellow;white;several;woods
poisonous;flat;scaly;yellow;no;close;enlarging;bulbous;pink;brown;white;several;paths
edible;convex;smooth;brown;bruises;close;enlarging;?;white;white;white;clustered;waste
edible;convex;smooth;brown;bruises;close;enlarging;?;red;red;white;clustered;waste
edible;flat;smooth;pink;bruises;close;enlarging;?;red;white;white;clustered;waste
edible;flat;scaly;green;no;close;enlarging;?;white;white;white;solitary;woods
poisonous;flat;scaly;white;bruises;close;enlarging;bulbous;white;white;white;several;meadows
poisonous;bell;smooth;pink;bruises;close;enlarging;bulbous;white;white;white;several;grasses
